"apr. 6, 2021","59,171.93","59,479.58","57,646.81","58,192.36","58,192.36","66,058,027,988"
"apr. 5, 2021","58,760.88","59,891.30","57,694.82","59,057.88","59,057.88","60,706,272,115"
"apr. 4, 2021","57,604.84","58,913.75","57,168.68","58,758.55","58,758.55","50,749,662,970"
"apr. 3, 2021","59,397.41","60,110.27","57,603.89","57,603.89","57,603.89","59,641,344,484"
"apr. 2, 2021","59,098.88","60,267.19","58,869.28","59,384.31","59,384.31","58,727,860,620"
"apr. 1, 2021","58,926.56","59,586.07","58,505.28","59,095.81","59,095.81","61,669,163,792"
"mar. 31, 2021","58,930.28","59,930.03","57,726.42","58,918.83","58,918.83","65,520,826,225"
"mar. 30, 2021","57,750.13","59,447.22","57,251.55","58,917.69","58,917.69","54,414,116,432"
"mar. 29, 2021","55,947.90","58,342.10","55,139.34","57,750.20","57,750.20","57,625,587,027"
"mar. 28, 2021","55,974.94","56,610.31","55,071.11","55,950.75","55,950.75","47,686,580,918"
"mar. 27, 2021","55,137.57","56,568.21","54,242.91","55,973.51","55,973.51","47,266,542,233"
"mar. 26, 2021","51,683.01","55,137.31","51,579.86","55,137.31","55,137.31","56,652,197,978"
"mar. 25, 2021","52,726.75","53,392.39","50,856.57","51,704.16","51,704.16","67,999,812,841"
"mar. 24, 2021","54,710.49","57,262.38","52,514.33","52,774.27","52,774.27","70,567,223,787"
"mar. 23, 2021","54,511.66","55,985.44","53,470.70","54,738.95","54,738.95","56,435,023,914"
"mar. 22, 2021","57,517.89","58,471.48","54,288.16","54,529.14","54,529.14","56,521,454,974"
"mar. 21, 2021","58,309.91","58,767.90","56,005.62","57,523.42","57,523.42","51,943,414,539"
"mar. 20, 2021","58,332.26","60,031.29","58,213.30","58,313.64","58,313.64","50,361,731,222"
"mar. 19, 2021","57,850.44","59,498.38","56,643.70","58,346.65","58,346.65","49,063,873,786"
"mar. 18, 2021","58,893.08","60,116.25","54,253.58","57,858.92","57,858.92","55,746,041,000"
"mar. 17, 2021","56,825.83","58,969.82","54,528.63","58,870.89","58,870.89","60,258,313,191"
"mar. 16, 2021","55,840.79","56,833.18","53,555.03","56,804.90","56,804.90","59,749,798,599"
"mar. 15, 2021","59,267.43","60,540.99","55,393.16","55,907.20","55,907.20","66,419,369,890"
"mar. 14, 2021","61,221.13","61,597.92","59,302.32","59,302.32","59,302.32","43,901,225,564"
"mar. 13, 2021","57,343.37","61,683.86","56,217.97","61,243.09","61,243.09","60,669,829,814"
"mar. 12, 2021","57,821.22","57,996.62","55,376.65","57,332.09","57,332.09","55,689,944,702"
"mar. 11, 2021","55,963.18","58,091.06","54,484.59","57,805.12","57,805.12","56,772,343,595"
"mar. 10, 2021","54,824.01","57,258.25","53,290.89","56,008.55","56,008.55","57,295,577,614"
"mar. 9, 2021","52,272.97","54,824.12","51,981.83","54,824.12","54,824.12","50,912,227,385"
"mar. 08, 2021","51,174.12","52,314.07","49,506.05","52,246.52","52,246.52","48,597,428,048"
"mar. 07, 2021","48,918.68","51,384.37","48,918.68","51,206.69","51,206.69","43,137,459,378"
"mar. 06, 2021","48,899.23","49,147.22","47,257.53","48,912.38","48,912.38","34,363,564,661"
"mar. 05, 2021","48,527.03","49,396.43","46,542.52","48,927.30","48,927.30","48,625,928,883"
"mar. 04, 2021","50,522.30","51,735.09","47,656.93","48,561.17","48,561.17","52,343,816,680"
"mar. 03, 2021","48,415.82","52,535.14","48,274.32","50,538.24","50,538.24","53,220,811,975"
"mar. 02, 2021","49,612.11","50,127.51","47,228.84","48,378.99","48,378.99","47,530,897,720"
"mar. 1, 2021","45,159.50","49,784.02","45,115.09","49,631.24","49,631.24","53,891,300,112"
"feb. 28, 2021","46,194.02","46,716.43","43,241.62","45,137.77","45,137.77","53,443,887,451"
"feb. 27, 2021","46,344.77","48,253.27","45,269.03","46,188.45","46,188.45","45,910,946,382"
"feb. 26, 2021","47,180.46","48,370.79","44,454.84","46,339.76","46,339.76","350,967,941,479"
"feb. 25, 2021","49,709.08","51,948.97","47,093.85","47,093.85","47,093.85","54,506,565,949"
"feb. 24, 2021","48,835.09","51,290.14","47,213.50","49,705.33","49,705.33","63,695,521,388"
"feb. 23, 2021","54,204.93","54,204.93","45,290.59","48,824.43","48,824.43","106,102,492,824"
"feb. 22, 2021","57,532.74","57,533.39","48,967.57","54,207.32","54,207.32","92,052,420,332"
"feb. 21, 2021","56,068.57","58,330.57","55,672.61","57,539.95","57,539.95","51,897,585,191"
"feb. 20, 2021","55,887.34","57,505.23","54,626.56","56,099.52","56,099.52","68,145,460,026"
"feb. 19, 2021","51,675.98","56,113.65","50,937.28","55,888.13","55,888.13","63,495,496,918"
"feb. 18, 2021","52,140.97","52,474.11","51,015.77","51,679.80","51,679.80","52,054,723,579"
"feb. 17, 2021","49,207.28","52,533.91","49,072.38","52,149.01","52,149.01","80,820,545,404"
"feb. 16, 2021","47,944.46","50,341.10","47,201.30","49,199.87","49,199.87","77,049,582,886"
"feb. 15, 2021","48,696.54","48,875.57","46,347.48","47,945.06","47,945.06","77,069,903,166"
"feb. 14, 2021","47,114.51","49,487.64","47,114.51","48,717.29","48,717.29","71,248,675,228"
"feb. 13, 2021","47,491.20","48,047.75","46,392.28","47,105.52","47,105.52","70,250,456,155"
"feb. 12, 2021","47,877.04","48,745.73","46,424.98","47,504.85","47,504.85","76,555,041,196"
"feb. 11, 2021","44,898.71","48,463.47","44,187.76","47,909.33","47,909.33","81,388,911,810"
"feb. 10, 2021","46,469.76","47,145.57","43,881.15","44,918.18","44,918.18","87,301,089,896"
"feb. 9, 2021","46,184.99","48,003.72","45,166.96","46,481.11","46,481.11","91,809,846,886"
"feb. 8, 2021","38,886.83","46,203.93","38,076.32","46,196.46","46,196.46","101,467,222,687"
"feb. 7, 2021","39,250.19","39,621.84","37,446.15","38,903.44","38,903.44","65,500,641,143"
"feb. 6, 2021","38,138.39","40,846.55","38,138.39","39,266.01","39,266.01","71,326,033,653"
"feb. 5, 2021","36,931.55","38,225.91","36,658.76","38,144.31","38,144.31","58,598,066,402"
"feb. 4, 2021","37,475.11","38,592.18","36,317.50","36,926.07","36,926.07","68,838,074,392"
"feb. 3, 2021","35,510.82","37,480.19","35,443.98","37,472.09","37,472.09","61,166,818,159"
"feb. 2, 2021","33,533.20","35,896.88","33,489.22","35,510.29","35,510.29","63,088,585,433"
"feb. 1, 2021","33,114.58","34,638.21","32,384.23","33,537.18","33,537.18","61,400,400,660"
"jan. 31, 2021","34,270.88","34,288.33","32,270.18","33,114.36","33,114.36","52,754,542,671"
"jan. 30, 2021","34,295.93","34,834.71","32,940.19","34,269.52","34,269.52","65,141,828,798"
"jan. 29, 2021","34,318.67","38,406.26","32,064.81","34,316.39","34,316.39","117,894,572,511"
"jan. 28, 2021","30,441.04","31,891.30","30,023.21","31,649.61","31,649.61","78,948,162,368"
"jan. 27, 2021","32,564.03","32,564.03","29,367.14","30,432.55","30,432.55","62,576,762,015"
"jan. 26, 2021","32,358.61","32,794.55","31,030.27","32,569.85","32,569.85","60,255,421,470"
"jan. 25, 2021","32,285.80","34,802.74","32,087.79","32,366.39","32,366.39","59,897,054,838"
"jan. 24, 2021","32,064.38","32,944.01","31,106.69","32,289.38","32,289.38","48,643,830,599"
"jan. 23, 2021","32,985.76","33,360.98","31,493.16","32,067.64","32,067.64","48,354,737,975"
"jan. 22, 2021","30,817.63","33,811.85","28,953.37","33,005.76","33,005.76","77,207,272,511"
"jan. 21, 2021","35,549.40","35,552.68","30,250.75","30,825.70","30,825.70","75,643,067,688"
"jan. 20, 2021","36,050.11","36,378.33","33,570.48","35,547.75","35,547.75","66,834,573,161"
"jan. 19, 2021","36,642.23","37,755.89","36,069.80","36,069.80","36,069.80","57,244,195,486"
"jan. 18, 2021","35,792.24","37,299.29","34,883.84","36,630.07","36,630.07","49,511,702,429"
"jan. 17, 2021","36,163.65","36,722.35","34,069.32","35,791.28","35,791.28","52,359,854,336"
"jan. 16, 2021","36,821.65","37,864.37","35,633.55","36,178.14","36,178.14","57,706,187,875"
"jan. 15, 2021","39,156.71","39,577.71","34,659.59","36,825.37","36,825.37","67,760,757,881"
"jan. 14, 2021","37,325.11","39,966.41","36,868.56","39,187.33","39,187.33","63,615,990,033"
"jan. 13, 2021","33,915.12","37,599.96","32,584.67","37,316.36","37,316.36","69,364,315,979"
"jan. 12, 2021","35,516.36","36,568.53","32,697.98","33,922.96","33,922.96","74,773,277,909"
"jan. 11, 2021","38,346.53","38,346.53","30,549.60","35,566.66","35,566.66","123,320,567,399"
"jan. 10, 2021","40,254.22","41,420.19","35,984.63","38,356.44","38,356.44","79,980,747,690"
"jan. 9, 2021","40,788.64","41,436.35","38,980.88","40,254.55","40,254.55","61,984,162,837"
"jan. 8, 2021","39,381.77","41,946.74","36,838.64","40,797.61","40,797.61","88,107,519,480"
"jan. 7, 2021","36,833.88","40,180.37","36,491.19","39,371.04","39,371.04","84,762,141,031"
"jan. 6, 2021","34,013.61","36,879.70","33,514.04","36,824.36","36,824.36","75,289,433,811"
"jan. 05, 2021","31,977.04","34,437.59","30,221.19","33,992.43","33,992.43","67,547,324,782"
"jan. 04, 2021","32,810.95","33,440.22","28,722.76","31,971.91","31,971.91","81,163,475,344"
"jan. 03, 2021","32,129.41","34,608.56","32,052.32","32,782.02","32,782.02","78,665,235,202"
"jan. 02, 2021","29,376.46","33,155.12","29,091.18","32,127.27","32,127.27","67,865,420,765"
"jan. 01, 2021","28,994.01","29,600.63","28,803.59","29,374.15","29,374.15","40,730,301,359"
"dec. 31, 2020","28,841.57","29,244.88","28,201.99","29,001.72","29,001.72","46,754,964,848"
"dec. 30, 2020","27,360.09","28,937.74","27,360.09","28,840.95","28,840.95","51,287,442,704"
"dec. 29, 2020","27,081.81","27,370.72","25,987.30","27,362.44","27,362.44","45,265,946,774"
"dec. 28, 2020","26,280.82","27,389.11","26,207.64","27,084.81","27,084.81","49,056,742,893"
"dec. 27, 2020","26,439.37","28,288.84","25,922.77","26,272.29","26,272.29","66,479,895,605"
"dec. 26, 2020","24,677.02","26,718.07","24,522.69","26,437.04","26,437.04","48,332,647,295"
"dec. 25, 2020","23,733.57","24,710.10","23,463.67","24,664.79","24,664.79","42,068,395,846"
"dec. 24, 2020","23,240.20","23,768.34","22,777.60","23,735.95","23,735.95","41,080,759,713"
"dec. 23, 2020","23,781.97","24,024.49","22,802.65","23,241.35","23,241.35","51,146,161,904"
"dec. 22, 2020","22,794.04","23,789.90","22,430.61","23,783.03","23,783.03","44,171,632,681"
"dec. 21, 2020","23,474.46","24,059.98","22,159.37","22,803.08","22,803.08","45,852,713,981"
"dec. 20, 2020","23,861.77","24,209.66","23,147.71","23,477.29","23,477.29","37,844,228,422"
"dec. 19, 2020","23,132.87","24,085.86","22,826.47","23,869.83","23,869.83","38,487,546,580"
"dec. 18, 2020","22,806.80","23,238.60","22,399.81","23,137.96","23,137.96","40,387,896,275"
"dec. 17, 2020","21,308.35","23,642.66","21,234.68","22,805.16","22,805.16","71,378,606,374"
"dec. 16, 2020","19,418.82","21,458.91","19,298.32","21,310.60","21,310.60","44,409,011,479"
"dec. 15, 2020","19,246.92","19,525.01","19,079.84","19,417.08","19,417.08","26,741,982,541"
"dec. 14, 2020","19,144.49","19,305.10","19,012.71","19,246.64","19,246.64","22,473,997,681"
"dec. 13, 2020","18,806.77","19,381.54","18,734.33","19,142.38","19,142.38","25,450,468,637"
"dec. 12, 2020","18,051.32","18,919.55","18,046.04","18,803.66","18,803.66","21,752,580,802"
"dec. 11, 2020","18,263.93","18,268.45","17,619.53","18,058.90","18,058.90","27,919,640,985"
"dec. 10, 2020","18,553.30","18,553.30","17,957.06","18,264.99","18,264.99","25,547,132,265"
"dec. 09, 2020","18,320.88","18,626.29","17,935.55","18,553.92","18,553.92","34,420,373,071"
"dec. 8, 2020","19,191.53","19,283.48","18,269.95","18,321.14","18,321.14","31,692,288,756"
"dec. 7, 2020","19,343.13","19,411.83","18,931.14","19,191.63","19,191.63","26,896,357,742"
"dec. 6, 2020","19,154.18","19,390.50","18,897.89","19,345.12","19,345.12","25,293,775,714"
"dec. 5, 2020","18,698.38","19,160.45","18,590.19","19,154.23","19,154.23","27,242,455,064"
"dec. 4, 2020","19,446.97","19,511.40","18,697.19","18,699.77","18,699.77","33,872,388,058"
"dec. 3, 2020","19,205.93","19,566.19","18,925.79","19,445.40","19,445.40","31,930,317,405"
"dec. 2, 2020","18,801.74","19,308.33","18,347.72","19,201.09","19,201.09","37,387,697,139"
"dec. 1, 2020","19,633.77","19,845.97","18,321.92","18,803.00","18,803.00","49,633,658,712"
"nov. 30, 2020","18,178.32","19,749.26","18,178.32","19,625.84","19,625.84","47,728,480,399"
"nov. 29, 2020","17,719.63","18,283.63","17,559.12","18,177.48","18,177.48","31,133,957,704"
"nov. 28, 2020","17,112.93","17,853.94","16,910.65","17,717.41","17,717.41","32,601,040,734"
"nov. 27, 2020","17,153.91","17,445.02","16,526.42","17,108.40","17,108.40","38,886,494,645"
"nov. 26, 2020","18,729.84","18,866.29","16,351.04","17,150.62","17,150.62","61,396,835,737"
"nov. 25, 2020","19,104.41","19,390.96","18,581.15","18,732.12","18,732.12","43,710,357,371"
"nov. 24, 2020","18,365.02","19,348.27","18,128.66","19,107.46","19,107.46","51,469,565,009"
"nov. 23, 2020","18,370.02","18,711.43","18,000.80","18,364.12","18,364.12","42,741,112,308"
"nov. 22, 2020","18,642.23","18,688.97","17,671.38","18,370.00","18,370.00","41,280,434,226"
"nov. 21, 2020","18,621.32","18,936.62","18,444.36","18,642.23","18,642.23","39,650,210,707"
"nov. 20, 2020","17,817.08","18,773.23","17,765.79","18,621.31","18,621.31","36,992,873,940"
"nov. 19, 2020","17,803.86","18,119.55","17,382.55","17,817.09","17,817.09","36,985,055,355"
"nov. 18, 2020","17,645.19","18,393.95","17,352.91","17,804.01","17,804.01","49,064,800,278"
"nov. 17, 2020","16,685.69","17,782.92","16,564.54","17,645.41","17,645.41","39,006,849,170"
"nov. 16, 2020","15,955.58","16,816.18","15,880.71","16,716.11","16,716.11","31,526,766,675"
"nov. 15, 2020","16,068.14","16,123.11","15,793.53","15,955.59","15,955.59","23,653,867,583"
"nov. 14, 2020","16,317.81","16,317.81","15,749.19","16,068.14","16,068.14","27,481,710,135"
"nov. 13, 2020","16,276.44","16,463.18","15,992.15","16,317.81","16,317.81","31,599,492,172"
"nov. 12, 2020","15,701.30","16,305.00","15,534.77","16,276.34","16,276.34","34,175,758,344"
"nov. 11, 2020","15,290.91","15,916.26","15,290.01","15,701.34","15,701.34","29,772,374,934"
"nov. 10, 2020","15,332.35","15,450.33","15,124.96","15,290.90","15,290.90","25,574,938,143"
"nov. 09, 2020","15,479.60","15,785.14","14,865.53","15,332.32","15,332.32","34,149,115,566"
"nov. 08, 2020","14,833.75","15,637.32","14,744.11","15,479.57","15,479.57","26,632,075,029"
"nov. 07, 2020","15,565.88","15,737.10","14,423.20","14,833.75","14,833.75","35,024,953,706"
"nov. 06, 2020","15,579.73","15,903.44","15,226.84","15,565.88","15,565.88","39,837,841,971"
"nov. 05, 2020","14,133.73","15,706.40","14,102.09","15,579.85","15,579.85","40,856,321,439"
"nov. 04, 2020","13,950.49","14,218.77","13,580.47","14,133.71","14,133.71","35,116,364,962"
"nov. 03, 2020","13,550.45","13,984.98","13,325.44","13,950.30","13,950.30","29,869,951,617"
"nov. 02, 2020","13,737.03","13,808.32","13,243.16","13,550.49","13,550.49","30,771,455,468"
"nov. 01, 2020","13,781.00","13,862.03","13,628.38","13,737.11","13,737.11","24,453,857,900"
"Oct 31, 2020","13,546.53","14,028.21","13,457.53","13,781.00","13,781.00","30,306,464,719"
"Oct 30, 2020","13,437.87","13,651.52","13,136.20","13,546.52","13,546.52","30,581,485,201"
"Oct 29, 2020","13,271.30","13,612.05","12,980.06","13,437.88","13,437.88","56,499,499,598"
"Oct 28, 2020","13,654.21","13,837.70","12,932.25","13,271.29","13,271.29","35,867,318,895"
"Oct 27, 2020","13,075.24","13,759.67","13,060.84","13,654.22","13,654.22","33,749,878,156"
"Oct 26, 2020","13,031.20","13,225.30","12,822.38","13,075.25","13,075.25","29,461,458,313"
"Oct 25, 2020","13,108.06","13,329.18","12,910.06","13,031.17","13,031.17","24,406,920,575"
"Oct 24, 2020","12,931.57","13,145.07","12,885.75","13,108.06","13,108.06","24,542,317,940"
"Oct 23, 2020","12,971.55","13,015.96","12,752.65","12,931.54","12,931.54","28,974,975,003"
"Oct 22, 2020","12,801.64","13,161.59","12,717.09","12,965.89","12,965.89","34,729,759,598"
"Oct 21, 2020","11,913.08","13,184.57","11,900.93","12,823.69","12,823.69","43,414,712,626"
"Oct 20, 2020","11,745.97","11,999.92","11,681.48","11,916.33","11,916.33","30,915,821,592"
"Oct 19, 2020","11,495.04","11,799.09","11,408.29","11,742.04","11,742.04","23,860,769,928"
"Oct 18, 2020","11,355.98","11,483.36","11,347.58","11,483.36","11,483.36","18,283,314,340"
"Oct 17, 2020","11,322.12","11,386.26","11,285.35","11,358.10","11,358.10","19,130,430,174"
"Oct 16, 2020","11,502.83","11,540.06","11,223.01","11,322.12","11,322.12","25,635,480,772"
"Oct 15, 2020","11,426.60","11,569.91","11,303.60","11,495.35","11,495.35","24,487,233,058"
"Oct 14, 2020","11,429.05","11,539.98","11,307.83","11,429.51","11,429.51","24,103,426,719"
"Oct 13, 2020",-,-,-,-,-,-
"Oct 12, 2020",-,-,-,-,-,-
"Oct 11, 2020","11,296.08","11,428.81","11,288.63","11,384.18","11,384.18","19,968,627,060"
"Oct 10, 2020","11,059.14","11,442.21","11,056.94","11,296.36","11,296.36","22,877,978,588"
"Oct 09, 2020",-,-,-,-,-,-
"Oct 08, 2020","10,677.63","10,939.80","10,569.82","10,923.63","10,923.63","21,962,121,001"
"Oct 07, 2020","10,619.80","10,687.27","10,591.96","10,679.14","10,679.14","17,634,388,529"
"Oct 06, 2020","10,799.78","10,803.46","10,565.20","10,621.66","10,621.66","22,264,958,686"
"Oct 05, 2020","10,688.03","10,804.00","10,646.44","10,804.00","10,804.00","19,385,191,766"
"Oct 04, 2020","10,567.92","10,700.79","10,531.34","10,684.43","10,684.43","17,546,792,792"
"Oct 03, 2020","10,583.81","10,614.09","10,527.98","10,565.49","10,565.49","17,094,010,304"
"Oct 02, 2020","10,624.39","10,662.81","10,440.31","10,585.16","10,585.16","23,127,839,259"
"Oct 01, 2020","10,785.01","10,915.84","10,493.55","10,623.33","10,623.33","27,178,227,816"
"sep. 30, 2020","10,845.41","10,856.53","10,689.67","10,787.62","10,787.62","20,759,622,010"
"sep. 29, 2020","10,712.46","10,858.94","10,665.34","10,848.83","10,848.83","20,459,870,042"
"sep. 28, 2020","10,771.64","10,949.12","10,716.68","10,721.33","10,721.33","22,720,365,389"
"sep. 27, 2020","10,752.94","10,804.73","10,643.46","10,774.43","10,774.43","18,016,880,214"
"sep. 26, 2020","10,702.24","10,778.50","10,682.08","10,754.44","10,754.44","18,105,012,128"
"sep. 25, 2020","10,747.47","10,757.55","10,594.05","10,702.29","10,702.29","21,232,549,821"
"sep. 24, 2020","10,227.48","10,765.79","10,215.21","10,745.55","10,745.55","23,017,536,742"
"sep. 23, 2020","10,539.46","10,637.85","10,185.77","10,225.86","10,225.86","22,986,733,997"
"sep. 22, 2020","10,459.62","10,568.08","10,382.73","10,538.46","10,538.46","23,621,787,804"
"sep. 21, 2020","10,934.93","10,988.30","10,380.26","10,462.26","10,462.26","28,884,999,244"
"sep. 20, 2020","11,095.87","11,095.87","10,814.48","10,938.27","10,938.27","24,699,523,788"
"sep. 19, 2020","10,933.75","11,134.09","10,909.62","11,094.35","11,094.35","22,764,204,008"
"sep. 18, 2020","10,951.82","11,034.91","10,829.66","10,944.59","10,944.59","26,341,903,912"
"sep. 17, 2020","10,973.25","11,037.42","10,774.63","10,948.99","10,948.99","38,151,810,523"
"sep. 16, 2020","10,797.76","11,100.12","10,704.88","10,974.91","10,974.91","30,769,986,455"
"sep. 15, 2020","10,677.75","10,938.63","10,656.46","10,796.95","10,796.95","32,509,451,925"
"sep. 14, 2020","10,328.73","10,800.01","10,266.01","10,680.84","10,680.84","35,453,581,940"
"sep. 13, 2020","10,452.40","10,577.21","10,224.33","10,323.76","10,323.76","36,506,852,789"
"sep. 12, 2020","10,409.86","10,578.84","10,292.39","10,442.17","10,442.17","36,750,077,324"
"sep. 11, 2020","10,369.03","10,434.92","10,140.84","10,400.92","10,400.92","45,201,121,775"
"sep. 10, 2020","10,242.33","10,503.91","10,238.14","10,363.14","10,363.14","54,406,443,211"
"sep. 09, 2020","10,134.15","10,350.54","10,017.25","10,242.35","10,242.35","24,128,292,755"
"sep. 08, 2020","10,369.31","10,414.78","9,945.11","10,131.52","10,131.52","33,430,927,462"
"sep. 07, 2020","10,281.00","10,399.15","9,916.49","10,369.56","10,369.56","33,703,098,409"
"sep. 06, 2020","10,167.22","10,353.93","10,056.89","10,280.35","10,280.35","37,071,460,174"
"sep. 05, 2020","10,512.53","10,581.57","9,946.68","10,169.57","10,169.57","44,916,565,292"
"sep. 04, 2020","10,230.37","10,663.92","10,207.94","10,511.81","10,511.81","29,965,130,374"
"sep. 03, 2020","11,407.19","11,443.02","10,182.46","10,245.30","10,245.30","31,927,261,555"
"sep. 02, 2020","11,964.82","11,964.82","11,290.79","11,414.03","11,414.03","28,037,405,299"
"sep. 01, 2020","11,679.32","12,067.08","11,601.13","11,970.48","11,970.48","27,311,555,343"
"Aug 31, 2020","11,713.31","11,768.88","11,598.32","11,680.82","11,680.82","22,285,928,250"
"Aug 30, 2020","11,508.71","11,715.26","11,492.38","11,711.51","11,711.51","19,760,127,945"
"Aug 29, 2020","11,541.05","11,585.64","11,466.29","11,506.87","11,506.87","17,485,597,759"
"Aug 28, 2020","11,325.30","11,545.62","11,316.42","11,542.50","11,542.50","19,807,127,588"
"Aug 27, 2020","11,485.61","11,570.79","11,185.94","11,323.40","11,323.40","23,240,415,076"
"Aug 26, 2020","11,366.89","11,530.05","11,296.99","11,488.36","11,488.36","22,466,660,958"
"Aug 25, 2020","11,773.59","11,778.30","11,189.85","11,366.13","11,366.13","26,301,509,932"
"Aug 24, 2020","11,663.69","11,807.63","11,623.25","11,774.60","11,774.60","20,681,511,755"
"Aug 23, 2020","11,679.70","11,713.43","11,559.92","11,664.85","11,664.85","18,482,062,658"
"Aug 22, 2020","11,585.48","11,689.41","11,448.81","11,681.83","11,681.83","20,224,191,306"
"Aug 21, 2020","11,878.03","11,899.26","11,564.98","11,592.49","11,592.49","23,762,425,999"
"Aug 20, 2020","11,761.50","11,900.41","11,710.06","11,878.37","11,878.37","20,175,242,945"
"Aug 19, 2020","11,990.88","12,028.92","11,687.33","11,758.28","11,758.28","24,502,851,117"
"Aug 18, 2020","12,251.90","12,335.71","11,954.53","11,991.23","11,991.23","26,043,227,672"
"Aug 17, 2020","11,895.66","12,359.06","11,806.70","12,254.40","12,254.40","28,227,687,027"
"Aug 16, 2020","11,866.69","11,934.90","11,737.19","11,892.80","11,892.80","20,583,375,490"
"Aug 15, 2020","11,768.70","11,963.20","11,768.70","11,865.70","11,865.70","23,354,924,400"
"Aug 14, 2020","11,772.66","12,150.99","11,685.46","11,768.87","11,768.87","24,237,958,589"
"Aug 13, 2020","11,588.41","11,796.40","11,216.87","11,784.14","11,784.14","27,522,199,497"
"Aug 12, 2020","11,404.60","11,748.40","11,249.61","11,584.93","11,584.93","25,064,548,486"
"Aug 11, 2020","11,881.65","11,932.71","11,195.71","11,410.53","11,410.53","27,039,782,640"
"Aug 10, 2020","11,662.26","12,045.14","11,662.26","11,878.11","11,878.11","26,114,112,569"
"Aug 09, 2020","11,737.33","11,806.06","11,548.78","11,675.74","11,675.74","17,489,608,833"
"Aug 08, 2020","11,604.55","11,800.06","11,558.43","11,754.05","11,754.05","17,572,057,837"
"Aug 07, 2020","11,778.89","11,898.04","11,408.59","11,601.47","11,601.47","23,132,312,867"
"Aug 06, 2020","11,749.87","11,902.34","11,598.71","11,779.77","11,779.77","23,400,740,340"
"Aug 05, 2020","11,203.82","11,786.62","11,158.29","11,747.02","11,747.02","24,411,254,471"
"Aug 04, 2020","11,246.20","11,385.38","11,094.15","11,205.89","11,205.89","21,250,197,042"
"Aug 03, 2020","11,043.77","11,453.08","11,012.42","11,246.35","11,246.35","20,271,713,443"
"Aug 02, 2020","11,758.76","12,034.14","11,018.13","11,053.61","11,053.61","27,410,067,336"
"Aug 01, 2020","11,322.57","11,794.78","11,239.68","11,759.59","11,759.59","26,075,670,303"
